,signal_time,deviation,max_loss,target_percent,flip,LTC 1,LTC 5,LTC 15,LTC 60,ETH 1,ETH 5,ETH 15,ETH 60,BTC 1,BTC 5,BTC 15,BTC 60,BCH 1,BCH 5,BCH 15,BCH 60
130,370.0,3.2284,0.296,0.042,True,104.58332499589555,102.21778844926365,108.9822777777778,100.0,98.0,103.73346333765429,98.0,100.0,145.91636586318998,117.55369924134241,100.0,100.0,103.98163004354456,103.07393611063729,101.30747928397095,100.0
131,435.0,2.6788000000000003,0.003,0.052,True,115.34669112732827,98.0,98.0,100.0,103.17084511290909,98.0,98.0,100.0,117.49877463731671,133.28570624268235,111.78552236631523,100.0,98.0,101.64247930151919,103.91907655101299,100.0
132,14.0,3.5892000000000004,0.272,0.21,True,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
133,732.0,2.7608,0.039,0.23,False,104.19613462597287,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0
134,139.0,2.9772000000000003,0.089,0.204,True,98.0,121.95215308157782,98.0,100.0,98.0,103.60390376762689,102.76186992966134,100.0,101.31621733854267,132.7007262756442,118.80130117024518,100.0,98.0,101.82025617128795,105.62448348814347,98.0
135,271.0,3.2152000000000003,0.279,0.148,True,98.0,105.22063957658644,117.22918213457076,100.0,98.0,102.97105085877253,98.0,100.0,130.67479158073408,131.79724521230344,100.0,100.0,98.0,104.58101195201579,103.91907655101299,100.0
136,482.0,1.8192000000000002,0.283,0.09,False,98.0,100.06761895912807,98.0,100.0,98.0,98.0,98.0,100.0,104.30633052041574,98.0,98.0,100.0,98.0,98.0,98.0,100.0
137,262.0,1.4124,0.028,0.233,True,98.0,114.00586400772622,98.0,100.0,98.0,98.0,102.49392654777373,100.0,98.0,119.62300769540879,126.29305632080917,98.0,98.0,111.58105314375734,114.0132373686598,100.0
138,507.0,2.906,0.056,0.23,True,103.43454106504193,112.67967261387312,98.0,100.0,98.0,98.0,100.0,100.0,127.87893754630579,117.55369924134241,100.0,100.0,98.0,102.95960241840702,98.0,100.0
139,922.0,1.9528,0.186,0.134,True,109.90737966079855,115.91050358481601,100.0,100.0,98.0,98.0,100.0,100.0,115.83195077020744,116.02577090448071,98.0,100.0,103.16954622596631,102.71377432367078,100.0,100.0
140,199.0,3.7676000000000003,0.14,0.02,True,125.95258861457201,110.70988200122767,103.70342977134857,100.0,98.0,108.10713179727762,100.0,100.0,147.00697676992274,98.0,98.0,100.0,98.0,98.0,98.0,100.0
141,437.0,3.87,0.27,0.281,True,120.66818175270086,98.0,98.0,100.0,100.40553108956075,100.0,100.0,100.0,145.00112163931155,117.78877184883191,100.0,100.0,112.47690076924292,98.0,98.0,100.0
142,753.0,0.8376,0.171,0.043,False,98.0,110.90295430740075,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0
143,918.0,1.1624,0.097,0.055,True,134.29148353972542,101.6651140521534,98.0,100.0,98.0,100.70700524555059,98.0,100.0,119.94710651948589,128.9368296122713,98.0,100.0,98.0,106.20812037493754,98.0,100.0
144,786.0,1.7932000000000001,0.059,0.233,True,132.54126863982398,102.01338383460661,100.0,100.0,98.0,100.68570311284789,98.0,100.0,107.53978728425125,123.65200430324745,98.0,100.0,98.0,105.52755999443778,98.0,100.0
145,989.0,0.928,0.161,0.269,False,98.0,111.79268393851764,108.27860191561261,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0
146,575.0,1.6056000000000001,0.109,0.118,True,113.20147774775694,110.81385216486808,98.0,100.0,98.0,98.0,98.0,100.0,100.64331372255177,117.70250915366756,98.0,100.0,98.0,98.0,98.0,100.0
147,609.0,3.6276,0.068,0.121,False,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,100.0,98.0,100.0,98.0,98.0,98.0,100.0
148,770.0,1.0636,0.106,0.027,True,105.41738860678171,109.48114660900711,98.0,100.0,98.0,98.0,98.0,100.0,114.52060255728568,134.88282324781375,98.0,100.0,98.0,98.0,98.0,100.0
149,890.0,1.1532,0.22,0.286,True,135.58780657775014,104.28264431900888,98.0,100.0,98.0,101.12844265027138,100.0,100.0,114.27242660996271,131.1915609805746,98.0,100.0,98.0,102.5959299640359,98.0,100.0
150,378.0,3.988,0.234,0.069,True,119.37748317388879,98.0,98.0,100.0,98.0,100.0,100.0,100.0,145.30255048643303,108.08889593296638,100.0,100.0,98.0,102.12930762564221,98.0,100.0
151,126.0,0.6604,0.187,0.195,True,98.0,112.0298043258087,101.78138294853201,98.0,98.0,98.0,98.0,98.0,98.0,98.0,112.91209932332688,118.70280523268643,98.0,98.0,98.0,100.58041693189388
152,187.0,2.8248,0.177,0.287,True,98.0,131.44871284148613,107.31306513273152,100.0,98.0,108.72131254376993,98.0,100.0,103.18011168419059,121.56731257362169,119.01881870426767,100.0,98.0,103.29290319413468,103.14355264158054,100.0
153,56.0,2.0632,0.235,0.095,True,98.0,98.0,98.0,112.2380821917808,98.0,98.0,98.0,98.0,98.0,98.0,104.36478700967544,120.9257247956219,98.0,98.0,98.0,102.05177032177353
154,514.0,3.9440000000000004,0.093,0.173,True,117.68454327239981,108.82852484287919,100.0,100.0,101.67955107012354,100.0,100.0,100.0,141.6346834693495,98.0,100.0,100.0,122.51126522376607,98.0,98.0,100.0
155,773.0,0.9304,0.289,0.0,True,112.73003263428959,112.3992994158246,98.0,100.0,98.0,98.0,98.0,100.0,102.64639864887488,131.20796269342983,98.0,100.0,98.0,98.0,98.0,100.0
156,260.0,3.8748,0.197,0.001,False,105.61885222638614,108.51439545808171,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,100.0,100.0,98.0,98.0,98.0,100.0
157,925.0,1.6808,0.049,0.26,False,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,107.19848745677199,100.0,98.0,98.0,98.0,100.0
158,615.0,2.112,0.141,0.112,True,118.83425567178648,108.04212549500812,98.0,100.0,98.0,101.07648839010174,100.0,100.0,124.61627851857409,125.36839981475744,98.0,100.0,98.0,103.18962687430256,98.0,100.0
159,50.0,2.0940000000000003,0.203,0.266,False,105.90634561018588,103.50772643487039,102.2787259614818,98.0,98.0,98.0,98.0,98.0,105.4152254346683,105.74372627901883,98.0,98.0,98.0,98.0,98.0,98.0
160,255.0,2.1756,0.186,0.048,False,98.0,111.00662861383718,106.54159404804659,100.0,98.0,98.0,98.0,101.30758172385774,102.09238867048724,98.0,98.0,100.0,98.0,98.0,98.0,100.0
161,978.0,3.1804,0.163,0.054,True,131.03118770981547,116.60857225600927,100.0,100.0,111.4318198037047,98.0,100.0,100.0,141.67836292581492,100.0,100.0,100.0,114.52633363619485,102.60728461238685,100.0,100.0
162,754.0,2.0128,0.149,0.087,True,126.77940790166264,100.94796464078536,100.0,100.0,98.0,98.0,100.0,100.0,109.76488742352976,121.9041679705418,98.0,100.0,100.39528002682404,105.67714369056293,98.0,100.0
163,536.0,1.72,0.098,0.263,True,112.55645248428358,109.0458875946627,98.0,100.0,98.0,98.0,98.0,100.0,100.59247670578401,105.73237454889156,101.11652478010866,100.0,98.0,98.0,98.0,100.0
164,273.0,0.7524000000000001,0.07,0.122,True,98.0,130.05612338148796,98.0,98.0,98.0,98.0,98.0,100.0,98.0,115.10893960988685,133.8955086903935,98.0,98.0,100.22364970283108,98.0,98.0
165,914.0,0.8972,0.239,0.013,True,130.09227466438935,100.45165666044643,98.0,100.0,98.0,104.06323507066371,98.0,100.0,114.6352494072031,129.16456052147956,98.0,100.0,98.0,98.0,98.0,100.0
166,513.0,2.6136,0.251,0.179,True,112.9746926013827,109.89270946453956,98.0,100.0,98.0,98.0,98.0,100.0,119.95265812697106,121.19565309419177,102.26976844730825,100.0,98.0,98.0,98.0,100.0
167,591.0,2.3592,0.115,0.227,False,98.0,117.46842138191641,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0
168,304.0,3.7468000000000004,0.102,0.105,False,98.0,112.99284313895991,98.0,100.0,101.90095207616407,98.0,98.0,100.0,98.0,98.0,100.0,100.0,98.0,98.0,98.0,100.0
169,318.0,2.4152,0.056,0.261,False,98.0,112.03820569267945,106.99293651767299,100.0,98.0,98.0,98.0,100.0,105.80260162735891,98.0,98.0,100.0,98.0,98.0,98.0,100.0
170,224.0,2.7496,0.041,0.166,True,98.0,130.2046646609449,119.64335868929199,100.0,98.0,103.22758497983938,98.0,100.0,98.0,132.29341655781704,115.64424863314885,100.0,98.0,104.89387469316856,102.1928314617496,100.0
171,322.0,1.4548,0.136,0.165,True,101.92039534422415,98.0,101.15137590601596,100.0,98.0,98.0,98.0,100.0,98.0,122.54303441296402,122.00177769307388,98.0,98.0,98.0,105.65228283488112,100.0
172,945.0,2.132,0.003,0.016,True,112.3655511244918,107.69444428517993,100.0,100.0,98.0,98.0,100.0,100.0,116.24963454953725,112.353936856191,100.0,100.0,107.66388730380088,102.1263978715719,100.0,100.0
173,824.0,3.3128,0.202,0.087,True,133.35786158240973,117.4336969202053,100.0,100.0,108.00316016004929,98.0,100.0,100.0,138.21233089211697,100.0,100.0,100.0,110.64850848877214,102.60728461238685,100.0,100.0
174,799.0,2.5564,0.275,0.161,True,112.40490727772335,101.74666537235666,100.0,100.0,98.0,98.0,100.0,100.0,116.34048255977838,117.80031724499594,100.0,100.0,104.09443624721453,98.0,100.0,100.0
175,739.0,2.7592000000000003,0.297,0.028,False,104.1591779983793,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0
176,353.0,3.3376,0.033,0.294,False,98.0,105.5837134036337,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0
177,413.0,3.1008,0.008,0.231,False,103.86794732458661,117.41384631493614,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0
178,685.0,2.5668,0.166,0.222,False,100.89033004733025,106.13863402240622,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0
179,775.0,3.8856,0.298,0.286,True,122.08824076041597,111.84189612906906,100.0,100.0,109.95285415688986,98.0,100.0,100.0,124.08329597547434,100.0,100.0,100.0,122.19066262893426,103.86183118613289,100.0,100.0
180,532.0,1.7748000000000002,0.187,0.068,False,98.0,103.20507887263946,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0
181,217.0,3.588,0.274,0.074,False,98.0,100.48718815576025,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,100.0,100.0,98.0,98.0,98.0,100.0
182,901.0,3.3628,0.016,0.047,False,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,101.0455239259498,100.0,98.0,98.0,98.0,100.0
183,220.0,3.194,0.11,0.094,False,124.79160333872426,101.65063075866759,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,100.0,100.0,98.0,98.0,98.0,100.0
184,888.0,0.8812000000000001,0.253,0.188,True,114.34857383056567,98.0,98.0,100.0,98.0,98.0,98.0,100.0,113.24412956534803,132.27977310465863,98.0,100.0,98.0,98.0,98.0,100.0
185,593.0,2.5372,0.138,0.123,False,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0
186,504.0,1.4044,0.143,0.058,False,98.0,98.0,103.11648862675811,100.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.61933395974471,98.0,98.0,100.0
187,129.0,1.0096,0.24,0.027,True,98.0,103.06404974498284,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,104.92187712061772,108.98917500827207,98.0,98.0,98.0,98.0
188,350.0,2.2584,0.079,0.162,True,105.54952312187896,107.09246022507605,102.16431088497414,100.0,98.0,98.0,98.0,100.0,98.0,123.86867736281545,110.68119744257109,100.0,98.0,98.0,105.24236238978457,100.0
189,543.0,3.866,0.073,0.081,True,120.42853165777613,114.8012873025161,100.0,100.0,101.90388617654018,100.0,100.0,100.0,143.51103872255436,98.0,100.0,100.0,123.41511129115342,98.0,98.0,100.0
190,252.0,3.224,0.195,0.202,False,98.0,108.24764788804589,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,100.0,100.0,98.0,98.0,98.0,100.0
191,753.0,1.8088000000000002,0.283,0.095,False,98.0,103.23461330298825,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,100.97069003369155,100.0,98.0,98.0,98.0,100.0
192,180.0,1.7292,0.113,0.102,False,98.0,98.0,108.83365898835989,98.0,98.0,98.0,98.0,98.0,100.10870301441247,98.0,98.0,111.94478624096809,98.0,98.0,98.0,98.0
193,298.0,1.9420000000000002,0.291,0.244,True,100.17187465604597,98.0,110.02987945808466,100.0,98.0,98.0,98.0,100.0,98.0,113.76117402333634,112.6380110912696,100.0,98.0,98.0,103.75390215984233,100.0
194,620.0,0.7160000000000001,0.252,0.207,True,124.03824358676175,101.6315847850406,98.0,100.0,98.0,98.0,98.0,100.0,98.0,107.6971196610813,101.10957969649752,100.0,98.0,98.0,98.0,100.0
195,436.0,1.3584,0.058,0.147,False,98.0,126.21678946189743,98.0,98.0,98.0,98.0,98.0,100.0,98.0,102.934843291875,98.0,100.0,100.129163351573,102.31324423753271,98.0,100.0
196,68.0,3.6784000000000003,0.049,0.092,True,98.0,98.0,103.70342977134857,100.0,98.0,98.0,100.0,100.0,141.71307184667629,122.54068542627456,100.0,100.0,102.52407154206425,98.0,98.0,100.0
197,908.0,3.5264,0.21,0.137,False,98.0,98.0,100.30848617421056,100.0,98.0,98.0,98.0,100.0,98.0,98.0,100.0,100.0,98.0,98.0,98.0,100.0
198,423.0,3.6228000000000002,0.007,0.072,True,129.92268023917742,98.0,106.72025213721457,100.0,98.0,100.52928802588998,100.0,100.0,153.2015616422551,118.76085789186237,100.0,100.0,104.32465258451145,101.62341166779792,100.48928790087464,100.0
199,109.0,0.6516000000000001,0.063,0.079,False,98.0,98.0,98.0,106.63794671891819,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
200,474.0,1.0548,0.203,0.0,True,117.71393201145287,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,102.31283135061712,118.05684395512274,98.0,98.0,98.0,101.1296232638174,100.0
201,190.0,3.806,0.011,0.171,False,98.0,101.58756700126158,100.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,100.0,100.0,98.0,98.0,98.0,100.0
202,522.0,3.482,0.285,0.189,True,130.7182168913595,106.04314140406099,98.0,100.0,106.31424097619448,98.0,100.0,100.0,145.11750391978848,104.19975729109775,100.0,100.0,127.92345185862233,101.62341166779792,98.0,100.0
203,778.0,2.6508000000000003,0.211,0.127,True,111.5761820170992,113.52006539900374,100.0,100.0,98.0,101.04190610381559,100.0,100.0,113.6068584423908,117.80031724499594,100.0,100.0,98.0,98.0,98.0,100.0
204,723.0,2.1424000000000003,0.142,0.298,True,113.65638403514365,100.92369334533258,100.0,100.0,98.0,98.0,100.0,100.0,112.42894538615636,119.88978589933105,98.0,100.0,98.0,100.23846797190835,98.0,100.0
205,864.0,1.5068000000000001,0.272,0.297,False,98.0,105.66439130155297,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,100.67957213863367,100.0,98.0,98.0,98.0,100.0
206,129.0,0.9092,0.143,0.05,True,98.0,107.30157812339345,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,107.9340460644044,109.13935209056955,98.0,98.0,98.0,98.0
207,279.0,0.866,0.129,0.165,False,98.0,98.0,115.54055797200982,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,117.33317453548973,98.0,98.0,98.0,104.4186625016196
208,460.0,2.6024000000000003,0.19,0.175,True,116.60535955843082,102.86485758245702,98.0,100.0,98.0,98.0,98.0,100.0,117.59225273109077,113.23091271827697,113.36010244113916,100.0,98.0,98.0,103.91907655101299,100.0
209,692.0,1.8008000000000002,0.031,0.183,True,119.60041384529474,111.34348499452808,100.0,100.0,98.0,101.95259075602478,98.0,100.0,106.85087366687742,129.01539200476003,98.0,100.0,98.0,98.0,98.0,100.0
210,996.0,1.4912,0.17,0.015,True,125.8767450435249,102.60336759656794,98.0,100.0,98.0,101.5558018551912,100.0,100.0,119.28696665924357,124.46962903027561,98.0,100.0,106.16863750702379,102.2615388760662,100.0,100.0
211,158.0,3.6652,0.22,0.028,True,139.8438582966524,106.88227901893289,98.0,100.0,98.0,100.0,100.0,100.0,156.09767349719033,98.0,98.0,100.0,101.35346380811498,108.82927291583397,98.0,100.0
212,742.0,2.9576000000000002,0.239,0.04,True,117.07610567155108,121.47870864461046,100.0,100.0,98.0,100.63476867006376,100.0,100.0,133.9476097183811,115.68099366466413,100.0,100.0,107.27502516627118,102.4782601342657,100.0,100.0
213,991.0,1.5516,0.272,0.159,True,123.74134485557153,102.82841740455096,98.0,100.0,98.0,100.40961443991543,100.0,100.0,118.01392876378219,122.90087070167344,98.0,100.0,103.74393324384657,105.6653176305584,100.0,100.0
214,46.0,2.0116,0.078,0.174,False,103.75734031286967,113.13228376730396,105.38680915372615,102.76544075520795,98.0,98.0,98.0,98.0,110.88010052160871,106.37976582190439,98.0,98.0,98.0,98.0,98.0,98.0
215,633.0,2.8988,0.299,0.07,True,115.24537307502652,124.0085868263473,100.0,100.0,98.0,98.0,100.0,100.0,123.27286998922727,114.74530026675451,100.0,100.0,114.17710593459972,100.81164933908899,98.0,100.0
216,641.0,1.6652,0.255,0.196,True,119.11951162810405,104.47180239592069,98.0,100.0,98.0,103.38949931166684,98.0,100.0,103.49296421336385,133.0171452497255,98.0,100.0,98.0,98.0,98.0,100.0
217,180.0,1.8472000000000002,0.06,0.018,False,98.0,106.5401020468029,102.95158416216871,98.0,98.0,98.0,98.0,98.0,100.55727029508692,98.0,98.0,115.0093808630394,98.0,98.0,98.0,98.0
218,87.0,3.89,0.025,0.224,True,98.0,131.85375036200406,103.70342977134857,100.0,98.0,98.0,100.0,100.0,118.95913836908575,112.67371745357434,100.0,100.0,98.0,100.98430564109997,98.0,100.0
219,877.0,1.5708,0.212,0.252,True,119.02237819375208,108.69992953725452,100.0,100.0,98.0,100.60265123497365,100.0,100.0,109.36615140569202,124.40276257616276,98.0,100.0,98.0,103.77704049114102,100.0,100.0
220,50.0,2.924,0.279,0.266,False,98.0,100.32208846681367,98.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,98.0
221,902.0,1.792,0.215,0.14,False,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,107.34266208624548,100.0,98.0,98.0,98.0,100.0
222,401.0,0.9552,0.041,0.011,True,98.0,98.0,109.5000524700973,100.0,98.0,98.0,104.43355641225723,100.0,98.0,108.88678372055928,127.79741459571143,98.0,98.0,98.0,110.0988078633396,100.0
223,869.0,3.8696,0.295,0.293,False,102.69912664361807,98.0,100.30848617421056,100.0,98.0,98.0,98.0,100.0,98.0,100.0,100.0,100.0,98.0,98.0,98.0,100.0
224,505.0,0.6176,0.274,0.071,True,102.42473315832584,98.0,98.0,100.0,98.0,98.0,100.03688617662623,100.0,98.0,98.0,115.95072580871823,98.0,98.0,98.0,100.99628788176435,100.0
225,774.0,1.6292,0.082,0.273,True,123.900649449598,103.01519781962645,100.0,100.0,98.0,100.71976387721983,98.0,100.0,105.61383632335043,125.6649950314496,98.0,100.0,98.0,104.8583501171575,98.0,100.0
226,479.0,0.934,0.18,0.2,False,98.0,122.40108301468982,98.0,98.0,98.0,98.0,98.0,98.0,98.0,103.27565881172035,98.0,100.0,98.0,98.0,98.0,98.0
227,325.0,2.3364000000000003,0.225,0.266,True,114.64050829666539,106.20685019826229,98.0,100.0,98.0,98.0,98.0,100.0,98.0,106.33482097745554,109.92071209583723,100.0,98.0,98.0,105.24236238978457,100.0
228,552.0,2.5420000000000003,0.182,0.166,False,98.0,100.41462950866855,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0
229,529.0,2.3408,0.196,0.255,False,98.0,114.44395221208339,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0
230,711.0,1.7672,0.184,0.135,False,98.0,100.70829052337429,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,100.21996200855806,100.0,98.0,98.0,98.0,100.0
231,71.0,2.1536,0.034,0.201,True,98.0,98.0,117.93228799789472,98.0,98.0,98.0,98.0,98.0,98.0,98.0,119.6106478588394,108.49683451296663,98.0,98.0,98.0,98.0
232,891.0,3.9216,0.086,0.068,False,102.8095261347695,98.0,100.29161058770751,100.0,98.0,98.0,98.0,100.0,98.0,100.0,100.0,100.0,98.0,98.0,98.0,100.0
233,893.0,3.4848000000000003,0.0,0.189,True,126.36852837520082,112.18860954335558,100.0,100.0,112.02543255412418,98.0,100.0,100.0,133.70033634925144,100.0,100.0,100.0,110.26440545436506,101.3624916359679,100.0,100.0
234,78.0,1.4688,0.152,0.294,False,108.8357123516077,98.0,98.0,101.3853481249448,98.0,98.0,98.0,98.0,110.52549890086132,102.14493873588043,98.0,98.0,98.0,107.02927540409448,98.0,98.0
235,638.0,1.846,0.278,0.048,False,98.0,100.89048486157058,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0
236,85.0,3.6928,0.241,0.211,True,109.35798753633843,124.59324243076057,98.0,100.0,98.0,98.0,100.0,100.0,134.7391100378234,124.59102070672242,100.0,100.0,98.0,98.0,98.0,100.0
237,26.0,2.1668000000000003,0.132,0.2,False,98.0,98.0,98.0,112.98662100792376,98.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,98.0
238,984.0,1.5996000000000001,0.027,0.264,True,122.65358012576067,103.3925091006855,98.0,100.0,98.0,100.40961443991543,100.0,100.0,117.2158287421279,122.06942330055692,98.0,100.0,108.26427682054668,104.4497123988709,100.0,100.0
239,187.0,1.822,0.212,0.198,False,98.0,102.39127950903209,101.62703880483299,98.0,98.0,98.0,98.0,98.0,100.6884019607229,98.0,98.0,114.18584531999166,98.0,98.0,98.0,98.0
240,592.0,3.3236000000000003,0.241,0.151,True,132.41274529020814,119.36246294319935,100.0,100.0,98.0,98.0,100.0,100.0,147.6836576643532,102.8949973237871,100.0,100.0,125.47592102223291,101.65160462649484,98.0,100.0
241,777.0,1.0592000000000001,0.018,0.173,True,104.7346989879666,109.14474587264966,98.0,100.0,98.0,98.0,98.0,100.0,114.23829149739207,134.14021796897316,98.0,100.0,98.0,98.0,98.0,100.0
242,388.0,0.628,0.137,0.077,True,98.0,109.75178935347829,102.54465081570673,98.0,98.0,98.0,98.0,100.0,98.0,110.16269723713025,131.50555651914985,98.0,98.0,98.0,112.1025718154289,100.0
243,416.0,0.8124,0.067,0.26,False,98.0,118.76317214651615,101.17234652888365,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,98.0
244,252.0,1.0236,0.019,0.257,False,98.0,98.0,112.64143864306085,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,115.11923162421972,98.0,98.0,98.0,104.06783806922418
245,520.0,1.8892,0.273,0.189,True,112.23491796630722,113.88768833634852,98.0,100.0,98.0,98.0,98.0,100.0,105.54409360739731,102.83207098144156,103.43412702843129,100.0,98.0,98.0,98.0,100.0
246,499.0,3.3736,0.13,0.081,True,126.34697193454329,110.92792889131701,98.0,100.0,102.05718228630792,98.0,100.0,100.0,148.09909677258094,118.76085789186237,100.0,100.0,113.2943324837632,101.65160462649484,98.0,100.0
247,386.0,3.2996000000000003,0.186,0.026,False,98.0,105.5837134036337,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0
248,480.0,2.8268,0.276,0.012,False,98.0,118.10040487875246,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0
249,81.0,3.5408000000000004,0.099,0.156,False,107.71042137366913,98.0,108.96171714170629,100.0,101.71888413497695,98.0,100.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0
250,321.0,2.7792000000000003,0.087,0.285,True,101.03339111827694,104.03849789094104,117.6953919738684,100.0,98.0,98.0,98.0,100.0,98.0,122.47572126689367,100.0,100.0,98.0,113.94666175782687,104.31643569370081,100.0
251,794.0,2.194,0.053,0.132,False,98.0,104.8561265516759,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0
252,781.0,3.4316,0.01,0.044,False,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,100.0,100.0,98.0,98.0,98.0,100.0
253,588.0,2.416,0.287,0.07,True,112.45004298828023,107.7913703340193,98.0,100.0,98.0,98.0,100.0,100.0,117.27623001438441,125.03737398049846,98.0,100.0,98.0,105.72200147687757,98.0,100.0
254,641.0,0.9624,0.057,0.028,True,116.33246085509779,116.61589646002679,98.0,100.0,98.0,98.0,98.0,100.0,98.0,109.30439230818367,102.98831572057846,100.0,98.0,98.0,98.0,100.0
255,281.0,2.1768,0.099,0.242,False,98.0,122.88069204076662,98.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0
256,409.0,1.1620000000000001,0.12,0.02,False,98.0,129.4047717687448,106.1386719910715,98.0,98.0,98.0,98.0,98.0,98.0,102.162032404001,98.0,100.0,98.0,98.0,98.0,100.0
257,5.0,1.586,0.224,0.168,True,133.25283082997925,100.0,100.0,100.0,98.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0
258,757.0,3.4264,0.228,0.002,False,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,100.0,100.0,98.0,98.0,98.0,100.0
259,226.0,0.75,0.21,0.101,False,98.0,98.0,98.0,112.28480466034392,98.0,98.0,98.0,98.0,98.0,98.0,98.0,112.45876597577511,98.0,98.0,98.0,98.0
260,119.0,1.042,0.161,0.274,False,98.0,98.0,109.25040857991682,104.08446914681879,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,103.5770567243391,98.0,98.0
261,133.0,0.6732,0.11,0.236,False,98.0,98.0,113.25713978976694,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,100.48887954686607,98.0,98.0
262,178.0,3.8288,0.128,0.063,False,98.0,100.74744856009885,100.0,100.0,98.0,98.0,98.0,100.0,98.0,98.0,100.0,100.0,98.0,98.0,98.0,100.0
263,32.0,1.6516000000000002,0.055,0.244,False,98.0,113.8273926690649,102.72489481741627,113.51415906242718,98.0,101.21356924469748,100.59961268786918,98.0,116.72551684286589,112.06520084779564,107.63866531275377,101.53917926968276,98.0,101.00682481235276,98.0,98.0
264,66.0,2.5804,0.192,0.009,False,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,98.0
265,518.0,1.5108000000000001,0.203,0.053,True,122.43839137199122,117.39907318707108,98.0,100.0,98.0,98.0,98.0,100.0,98.0,112.471004839429,104.2620499547498,98.0,98.0,98.0,98.0,100.0
266,78.0,0.7644000000000001,0.086,0.173,False,98.0,98.0,98.0,106.13140449574713,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
